"catalogNumber","scientificName","country","locality","minimumAltitudeInMeters","eventDate","recordedBy","otherCatalogNumbers","specimen_image","cover_image","cover_barcode","sheet_type","latitude","longitude","formatted_address"
"FI-HCI-00050227","Endressia pyrenaica Gay.","","Gèdre (Hautes Pyrénées): Col de la.","1700 m.",1883,"Bordère","FI-HCI-00050226","/CP1_20240402_BATCH_0001/FI-HCI-00050226.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021829.jpg","Folder-FI-HCI-0021829","",42.786403,0.019136,"gèdre, 65120 gavarnie-gèdre, france"
"FI-HCI-00050070","Meum mutellina","","Fra tra La Cantoniera di Gioga della Stelvio.*","2600 - 2800 m.",1861," ex herb. R. Musæi Florentini","FI-HCI-00050069","/CP1_20240402_BATCH_0001/FI-HCI-00050069.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021816.jpg","Folder-FI-HCI-0021816","",,,
"FI-HCI-00050399","Gaya simplex L*","","Gran l. Demavo* zulla chenaletta.","",1998,"Lino Vaccari","FI-HCI-00050399","/CP1_20240402_BATCH_0001/FI-HCI-00050399.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021848.jpg","Folder-FI-HCI-0021848","",,,
"FI-HCI-00043800","Meum athamanticum Jacq.","","In pascuis montosis, Pyrencei, Esqueirry*.","",,"ex herb. Francavillanum","FI-HCI-00034799","/CP1_20240402_BATCH_0001/FI-HCI-00034799.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021769.jpg","Folder-FI-HCI-0021769","",,,
"FI-HCI-00050403","Pachypleurum simplex","","Da Cowins*.","",1938,"Unknown","FI-HCI-00050404","/CP1_20240402_BATCH_0001/FI-HCI-00050404.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021848.jpg","Folder-FI-HCI-0021848","",,,
"FI-HCI-00050404","Pachypleurum simplex","","Piccolo L. Bermanto*.","",1939,"Unknown","FI-HCI-00050404","/CP1_20240402_BATCH_0001/FI-HCI-00050404.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021848.jpg","Folder-FI-HCI-0021848","",,,
"FI-HCI-00050068","","","Stelvio tra la i Na Ht. cantoniera.*","2400-2520 m.",1861," ex herb. I. et R. Musæi Florentini","FI-HCI-00050069","/CP1_20240402_BATCH_0001/FI-HCI-00050069.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021816.jpg","Folder-FI-HCI-0021816","",,,
"FI-HCI-00050285","Haloscias scoticum Fr. ","Norge","Finmarken, Alten, Bosekop.","",1868,"J. E. Zetterstedt","FI-HCI-00050285","/CP1_20240402_BATCH_0001/FI-HCI-00050285.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021833.jpg","Folder-FI-HCI-0021833","",70.4830388,26.0135108,"finnmark, norway"
"FI-HCI-00034802","Meum athamanticum Jacq.","Spagna*?","Sierra Nevada.","",,"ex herb. Parlatoreanum","FI-HCI-00034799","/CP1_20240402_BATCH_0001/FI-HCI-00034799.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021769.jpg","Folder-FI-HCI-0021769","",,,
"FI-HCI-00034799","Meum athamanticum Jacq.","","Habuiab* amino Bossier, in pratis Sierra Nevada.","8000'-10000'",1837,"ex herb. E. Boissier","FI-HCI-00034799","/CP1_20240402_BATCH_0001/FI-HCI-00034799.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021769.jpg","Folder-FI-HCI-0021769","",38.8026097,-116.419389,"nevada, usa"
"FI-HCI-00050178","Meum mutellina","","Col du Bonhomme.","",,"collector unknown","FI-HCI-00050177","/CP1_20240402_BATCH_0001/FI-HCI-00050177.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021825.jpg","Folder-FI-HCI-0021825","",45.735151,6.706718,"col du bonhomme, 74170 les contamines-montjoie, france"
"FI-HCI-00050486","Gaya simplex ","","Vallens.","",,"collector unknown","FI-HCI-00050485","/CP1_20240402_BATCH_0001/FI-HCI-00050485.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",,,
"FI-HCI-00050410","Gaya simplex","","Sominika Del Col Jenetre R Champoreder*.","2900",1900,"Lino Vaccari","FI-HCI-00050410","/CP1_20240402_BATCH_0001/FI-HCI-00050410.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050409","Gaya simplex","","Cogue uella Vokioutey* a dllovey*.","2000-2400",1903,"Lino Vaccari","FI-HCI-00050410","/CP1_20240402_BATCH_0001/FI-HCI-00050410.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050414","Gaya simplex","","Petit ft bernard-a la Zouriatte*.","2400-2470",1903,"Lino Vaccari","FI-HCI-00050414","/CP1_20240402_BATCH_0001/FI-HCI-00050414.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050551","","","","",1894,"N.Alboff","FI-HCI-00050551","/CP1_20240402_BATCH_0001/FI-HCI-00050551.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021861.jpg","Folder-FI-HCI-0021861","",,,
"FI-HCI-00050412","Gaya simplex","","Piccolo ft Benard- sopal* Lac faut foud Pi'e jauod*.","2900",1903,"Lino Vaccari","FI-HCI-00050414","/CP1_20240402_BATCH_0001/FI-HCI-00050414.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050415","Gaya simplex Gaud","","Mt Ouille al P.S.D.","",1901,"Lino Vaccari","FI-HCI-00050415","/CP1_20240402_BATCH_0001/FI-HCI-00050415.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050339","Bonannia resinifera","","Ui herbidis collicum prope Paligge ui Calabria alt fa*","",1817,"Dr. J. Arcangeli","FI-HCI-00050339","/CP1_20240402_BATCH_0001/FI-HCI-00050339.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021844.jpg","Folder-FI-HCI-0021844","",39.3087714,16.3463791,"calabria, italy"
"FI-HCI-00050418","Pachypleurum simplex Rchb","","Val D'aosta Piccolo S. Bernardo 1. a 2. Ricovero.","2000",1916,"Adr. Fiori","FI-HCI-00050417","/CP1_20240402_BATCH_0001/FI-HCI-00050417.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",45.7327681,7.3009058,"viale piccolo s. bernardo, 1, 11100 aosta ao, italy"
"FI-HCI-00050492","Gaya simplex Gaud.","Helvetia","Le ! - Mer de Glace.","",,"Stéphen Sommier","FI-HCI-00050491","/CP1_20240402_BATCH_0001/FI-HCI-00050491.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",45.9203829,6.9279647,"mer de glace, 74400 chamonix, france"
"FI-HCI-00050418","Pachypleurum simplex Rchb","","Val D'aosta Piccolo S.Bernardo Lancebranlette.","1600",1916,"Adr. Fiori","FI-HCI-00050417","/CP1_20240402_BATCH_0001/FI-HCI-00050417.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",45.7388878,7.4261866,"aosta valley, italy"
"FI-HCI-00034971","Meum mutellina Gaertn","","Van Gottardo-Helvetia.*","",1886,"ex herb. S. Sommier","FI-HCI-00034971","/CP1_20240402_BATCH_0001/FI-HCI-00034971.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021808.jpg","Folder-FI-HCI-0021808","",46.5588864,8.5623231,"gotthard pass, switzerland"
"FI-HCI-00050493","Gaya simplex Gaud.","Helvetia","In Monte supra Grimselpass.","",1886,"S. Sommier","FI-HCI-00050491","/CP1_20240402_BATCH_0001/FI-HCI-00050491.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",46.5614,8.33758,"grimsel pass, 3999 obergoms, switzerland"
"FI-HCI-00050422","Gaya simplex Gaud","","","",,"Unknown","FI-HCI-00050423","/CP1_20240402_BATCH_0001/FI-HCI-00050423.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050420","Gaya simplex Gaud","","In summo* moute Crammout prope Courmayeur- Valle J'Aorta*.","2768",1881,"Unknown","FI-HCI-00050423","/CP1_20240402_BATCH_0001/FI-HCI-00050423.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",45.7908431,6.9709421,"11013 courmayeur, aosta valley, italy"
"FI-HCI-00050423","Gaya simplex Gaud","","Colle di Bettofurco* soprt* gressoneg*.","2600-2676",1901,"Unknown","FI-HCI-00050423","/CP1_20240402_BATCH_0001/FI-HCI-00050423.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",45.8684951,7.78045,"colle bettaforca, 11020 ayas ao, italy"
"FI-HCI-00050427","Gaya simplex L*","","Punta Pontan.","3100",1901,"Lino Vaccari","FI-HCI-00050426","/CP1_20240402_BATCH_0001/FI-HCI-00050426.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",18.9945046,-68.8345269,"punta pontón, dominican republic"
"FI-HCI-00050494","Gaya simplex Gaud.","","Mt* Cenisco*.","",1886,"Do Jerectto*","FI-HCI-00050491","/CP1_20240402_BATCH_0001/FI-HCI-00050491.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021854.jpg","Folder-FI-HCI-0021854","",,,
"FI-HCI-00050426","Gaya simplex Gaud*","","Tra it colle della Bahma e la punta Buta* del Banchi.","2900-3164",1901,"Lino Vaccari","FI-HCI-00050426","/CP1_20240402_BATCH_0001/FI-HCI-00050426.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050424","Gaya simplex","","M. valesaud* Pice. J. Demando*.","",1997,"Lino Vaccari","FI-HCI-00050426","/CP1_20240402_BATCH_0001/FI-HCI-00050426.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050238","Meun pyrenaicum","","Vosges Hab*ru el u*ontajue.","",,"Collector unknow","FI-HCI-00050238","/CP1_20240402_BATCH_0001/FI-HCI-00050238.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021830.jpg","Folder-FI-HCI-0021830","",,,
"FI-HCI-00034977","Meum mutellina Gaertn.","","In alpibus ed itibinis* Col du Géout.*","",1849,"ex herb. Parlatoreanum","FI-HCI-00034976","/CP1_20240402_BATCH_0001/FI-HCI-00034976.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021808.jpg","Folder-FI-HCI-0021808","",,,
"FI-HCI-00050428","Gaya simplex","","Gr. l. Ben* fronoz* e cal Fenetre di Fesset*.","2400-2900",1902,"Lino Vaccari","FI-HCI-00050430","/CP1_20240402_BATCH_0001/FI-HCI-00050430.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",,,
"FI-HCI-00050086","Meum mutellina Gaertn.","","V. Del Brennero ! Alpe di zirago ! - nell'incassat! di un ruscello !. Alto Adige.","",1950,"!","FI-HCI-00050085","/CP1_20240402_BATCH_0001/FI-HCI-00050085.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021817.jpg","Folder-FI-HCI-0021817","",47.0006594,11.5035958,"39041 brenner, autonomous province of bolzano – south tyrol, italy"
"FI-HCI-00050431","Gaya simplex","","St. Marcel galla* Chause* al Calle.","2400-2900",1902,"Lino Vaccari","FI-HCI-00050430","/CP1_20240402_BATCH_0001/FI-HCI-00050430.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",32.3182314,-86.902298,"alabama, usa"
"FI-HCI-00050430","Gaya simplex","","Ollomount* Vallon de la Dalme*.","2400",1902,"Lino Vaccari","FI-HCI-00050430","/CP1_20240402_BATCH_0001/FI-HCI-00050430.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",45.8493728,7.3101963,"11010 ollomont, aosta valley, italy"
"FI-HCI-00050087","Meum mutellina Gaertn.","","Vipiteno - Passo di Pennes Cima Gallina e Cima di Stilves. Micascisti. Alto Adige.","q. 2320-2422 ?",1950,"S. Zenari ","FI-HCI-00050088","/CP1_20240402_BATCH_0001/FI-HCI-00050088.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021817.jpg","Folder-FI-HCI-0021817","",46.8187194,11.4409275,"passo, 39040 pennes bz, italy"
"FI-HCI-00050433","Gaya simplex","","Cal Lautane tra Val Ponton e Val is* Fenis.","2700",1902,"L.Vauass*","FI-HCI-00050433","/CP1_20240402_BATCH_0001/FI-HCI-00050433.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",45.733905,7.4984861,"11020 fénis, aosta valley, italy"
"FI-HCI-0005033","Meum mutellina Gaertn.","","Bheuief Nobre dauie pr. Lavafsey *","",1813,"P. Nobzan","FI-HCI-00050032","/CP1_20240402_BATCH_0001/FI-HCI-00050032.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021813.jpg","Folder-FI-HCI-0021813","",-25.2520888,-52.0215415,"state of paraná, brazil"
"FI-HCI-00050432","Gaya simplex","","Colfenetre de bagne*.","2892*",1902,"Lino Vaccari","FI-HCI-00050433","/CP1_20240402_BATCH_0001/FI-HCI-00050433.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021849.jpg","Folder-FI-HCI-0021849","",45.9102,7.35638,"fenêtre de durand, val de bagnes, aosta valley, italy"
"FI-HCI-00034865","Ligusticum corsicum Gay","","Mte* Vadro*. Corse*.","",1880,"A. Chabert","FI-HCI-00034865","/CP1_20240402_BATCH_0001/FI-HCI-00034865.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021787.jpg","Folder-FI-HCI-0021787","",42.468731,9.389142,"20290 monte, france"
"FI-HCI-00034866","Ligusticum corsicum Gay","","Arétes entrela Pointe de Monte er la Pointe Bocca d 'Oro, au desrun* Du wlde Verde.","1600-1850m",1906,"Voyage botanique en Gorse de Emile Burnat | John Briquet | et al.","FI-HCI-00034866","/CP1_20240402_BATCH_0001/FI-HCI-00034866.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021787.jpg","Folder-FI-HCI-0021787","",46.7792664,-90.7865412,"la pointe, wi 54814, usa"
"FI-HCI-00034867","Ligusticum corsicum Gay","","Hacte* vallze* 'Asco* Rive gauche.","2000m",1906,"Voyage botanique en Gorse de Emile Burnat | John Briquet | et al.","FI-HCI-00034867","/CP1_20240402_BATCH_0001/FI-HCI-00034867.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021787.jpg","Folder-FI-HCI-0021787","",42.45341,9.035319,"20276 asco, france"
"FI-HCI-00034868","Ligusticum corsicum Gay","","In nictis* Carvo regiorce* alpina supru* Corte.","2100m*",1879,"A. Buruvef*.","FI-HCI-00034868","/CP1_20240402_BATCH_0001/FI-HCI-00034868.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021787.jpg","Folder-FI-HCI-0021787","",,,
"FI-HCI-00034869","Ligusticum corsicum Gay","","Corse, Nu* d'oro.","",1850,"","FI-HCI-00034869","/CP1_20240402_BATCH_0001/FI-HCI-00034869.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021787.jpg","Folder-FI-HCI-0021787","",42.0396042,9.0128926,"corsica, france"
"FI-HCI-00034870","Ligusticum lucidum Mill. ","","Abruzzo-Motagna della Duchessa?.","",1952,"C. Steinberg?","FI-HCI-00034870","/CP1_20240402_BATCH_0001/FI-HCI-00034870.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",42.1920119,13.7289167,"abruzzo, italy"
"FI-HCI-00034872","Cnidium ( Coritospermum Bert) cuneifolium Gresit.?","Italico","Praetutium (Abruggo*) lo. lapivos* erectis vume,, tosis* in monte* Morrome* pr. Caromaxüo.","15-1700m",1877,"Huter | Porta | Rigo","FI-HCI-00034872","/CP1_20240402_BATCH_0001/FI-HCI-00034872.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",42.1920119,13.7289167,"abruzzo, italy"
"FI-HCI-00034873","Ligusticum cuneifolium Guss Cneidium cuneifolum Grsb?","","Marrone in praty* mountain.","1200m*",1872,"S. Sommier.","FI-HCI-00034873","/CP1_20240402_BATCH_0001/FI-HCI-00034873.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",,,
"FI-HCI-00034874","Ligusticum cuneifolium","Ita!ca","In gla!is Nuotu*.","",1876,"H. !oves","FI-HCI-00034874","/CP1_20240402_BATCH_0001/FI-HCI-00034874.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","Multisheet",,,
"FI-HCI-00034875","","","","",,"","FI-HCI-00034875","/CP1_20240402_BATCH_0001/FI-HCI-00034875.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","Multisheet",,,
"FI-HCI-00034876","Ligusticum cuneifolium Guss.","","M.Morrone (Abrozzo) .","",1879,"Pedcino | Mauri","FI-HCI-00034876","/CP1_20240402_BATCH_0001/FI-HCI-00034876.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",42.116667,14,"montagne del morrone, 65023 caramanico terme, province of pescara, italy"
"FI-HCI-00034877","Ligusticum cuneifolium Guss.","","Me.* di Caramanco*.","",,"collector unknown","FI-HCI-00034877","/CP1_20240402_BATCH_0001/FI-HCI-00034877.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",,,
"FI-HCI-00034878","Ligusticum cuneifolium Tenore","","In praerupitis subalpines declivii merid. montes Velino ( supra grotta de S. Benedillo) .","",1875,"E.L","FI-HCI-00034878","/CP1_20240402_BATCH_0001/FI-HCI-00034878.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",42.150055,13.3833095,"monte velino, 67050 massa d'albe, province of l'aquila, italy"
"FI-HCI-00034879","Ligusticum cuneifolium Leu*","Italica","Vr glacosis Munla* Canele Ficente in apruto.","5000'",1877,"H. Groves","FI-HCI-00034879","/CP1_20240402_BATCH_0001/FI-HCI-00034879.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",,,
"FI-HCI-00034880","Ligusticum cuneifolium Guss","","Pian* dei mulini al pierde de serima* a cavallo fra i jussi. Val d'enfento* Mafella Abrubyji* ","",1874,"H. Groves","FI-HCI-00034880","/CP1_20240402_BATCH_0001/FI-HCI-00034880.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",,,
"FI-HCI-00034881","Ligusticum cuneifolium Tenore","","U! toza* regione fasi lateris oricutalis* suputes* marrone supra Rocca di Caramanico. in valli Orfeuta*, supra Pianco vil* Mulicco. ","",1874,"E.L","FI-HCI-00034881","/CP1_20240402_BATCH_0001/FI-HCI-00034881.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","Multisheet",42.1579107,14.0017517,"65023 caramanico terme, province of pescara, italy"
"FI-HCI-00034882","","","","",,"","FI-HCI-00034882","/CP1_20240402_BATCH_0001/FI-HCI-00034882.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","Multisheet",,,
"FI-HCI-00034883","","","","",,"","FI-HCI-00034883","/CP1_20240402_BATCH_0001/FI-HCI-00034883.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","Multisheet",,,
"FI-HCI-00034884","Ligusticum cuneifolium Guss","Italica","In glareosis Convalli Supara* Sircate Apruiti*.","4000'",1877,"Profeta* ","FI-HCI-00034884","/CP1_20240402_BATCH_0001/FI-HCI-00034884.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","",,,
"FI-HCI-00034885","Ligusticum cuneifolium Leus*","","In Sadeoris* ad wduies* (ujjidi* Caramanis) Montis Marrone profe! Caronianico in aprictio*.","",1874,"H. Groves","FI-HCI-00034885","/CP1_20240402_BATCH_0001/FI-HCI-00034885.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","Multisheet",,,
"FI-HCI-00034886","","","","",,"","FI-HCI-00034886","/CP1_20240402_BATCH_0001/FI-HCI-00034886.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021788.jpg","Folder-FI-HCI-0021788","Multisheet",,,
"FI-HCI-00034887","Ligusticum luci!u","","Monte Vellin! jiefre! ! uo* il canalino* ( brecciaio*).","1500/!m. ",1942,"Ex herb. G. Montelucci*.","FI-HCI-00034887","/CP1_20240402_BATCH_0001/FI-HCI-00034887.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","",,,
"FI-HCI-00034888","Ligusticum lucidum mill.","","Monte Velino nel conolone tel uvrsonte* luwl* nellor* zeuvi* kassa del brecciaiv*, bra. piante* praudi*, respupliore*.?","1500-1700m",1941,"collector unknown","FI-HCI-00034888","/CP1_20240402_BATCH_0001/FI-HCI-00034888.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","",44.6923053,7.855086,"12042 bra, province of cuneo, italy"
"FI-HCI-00034889","Ligusticum cuneifolium Guss","","Zascha della Nocca!l fonds del Morone Camminico. abrujji.","",1874,"H. Groves","FI-HCI-00034889","/CP1_20240402_BATCH_0001/FI-HCI-00034889.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","Multisheet",29.9627701,-90.0493676,"2800 chartres st, new orleans, la 70117, usa"
"FI-HCI-00034890","","","","",,"","FI-HCI-00034890","/CP1_20240402_BATCH_0001/FI-HCI-00034890.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","Multisheet",,,
"FI-HCI-00034891","Coritospermum cuneifolium Bert.","Italio","Italia media: Aprutio in glareosis m tn Zorone jol. calcar.","5-6000'",1874,"Porta et Rigo","FI-HCI-00034891","/CP1_20240402_BATCH_0001/FI-HCI-00034891.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","",41.87194,12.56738,"italy"
"FI-HCI-00034892","Coritospermum cuneifolium Bert.","Italico","Italia media: Aprutio in glareosis et nemoribus m tn Morrone jol colcar.","3-5000'",1875,"Porta et Rigo","FI-HCI-00034892","/CP1_20240402_BATCH_0001/FI-HCI-00034892.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","",41.87194,12.56738,"italy"
"FI-HCI-00034893","Ligusticum cuneifolium !","","M. Morrone (Abruzzo).","",1879,"Pedicino et Mauri","FI-HCI-00034893","/CP1_20240402_BATCH_0001/FI-HCI-00034893.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","",42.116667,14,"montagne del morrone, 65023 caramanico terme, province of pescara, italy"
"FI-HCI-00034894","Ligusticum cuneifolium Guss","","M. Morrone (Abruzzo). ","",1879,"Pedicino et Mauri","FI-HCI-00034894","/CP1_20240402_BATCH_0001/FI-HCI-00034894.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","Multisheet",42.116667,14,"montagne del morrone, 65023 caramanico terme, province of pescara, italy"
"FI-HCI-00034895","","","","",,"","FI-HCI-00034895","/CP1_20240402_BATCH_0001/FI-HCI-00034895.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021789.jpg","Folder-FI-HCI-0021789","Multisheet",,,
"FI-HCI-00034896","Ligusticum cuneifolium Guss.","Italica?","M tn* Morrone (abruzzo citeriori*) in divis sarosis*  regionis* jagi*, ceespites dusas*, a longisao* visibilas* Normans*.","",1872,"collector unknown","FI-HCI-00034896","/CP1_20240402_BATCH_0001/FI-HCI-00034896.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021790.jpg","Folder-FI-HCI-0021790","Multisheet",42.1920119,13.7289167,"abruzzo, italy"
"FI-HCI-00034897","","","","",,"","FI-HCI-00034897","/CP1_20240402_BATCH_0001/FI-HCI-00034897.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021790.jpg","Folder-FI-HCI-0021790","Multisheet",,,
"FI-HCI-00034898","Ligusticum cuneifolium Guss.","","Iu sub al piccis dednii ucril. mvrcki Veliro, sepra Grotta di S. Bcuedello, iu pr* cerupks rupestsibus.","",1875,"E.L","FI-HCI-00034898","/CP1_20240402_BATCH_0001/FI-HCI-00034898.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021790.jpg","Folder-FI-HCI-0021790","Multisheet",,,
"FI-HCI-00034899","","","","",,"collector unknown","FI-HCI-00034899","/CP1_20240402_BATCH_0001/FI-HCI-00034899.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021790.jpg","Folder-FI-HCI-0021790","Multisheet",,,
"FI-HCI-00034900","Ligusticum cuneifolium Guss.","","","",,"E.L","FI-HCI-00034900","/CP1_20240402_BATCH_0001/FI-HCI-00034900.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021790.jpg","Folder-FI-HCI-0021790","",,,
"FI-HCI-00034901","Ligusticum cuneifolium Ta*.","","W Sismti: lab.oricub. Jr. Dumodis Subalpicus vallis Supara.","",1882,"E. Levier","FI-HCI-00034901","/CP1_20240402_BATCH_0001/FI-HCI-00034901.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021790.jpg","Folder-FI-HCI-0021790","",,,
"FI-HCI-00034902","Ligusticum cuneifolium Tenore.","","Ui tofa reione fasi laseris osieusalis moulis Morrone sapisa Rocra oi Caramasicu. ","",1874,"E. Levier","FI-HCI-00034902","/CP1_20240402_BATCH_0001/FI-HCI-00034902.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021790.jpg","Folder-FI-HCI-0021790","Multisheet",,,
